listing_name,city,country,price_raw,property_type,guests,bedrooms,beds,baths,host_name,is_superhost,is_guest_favorite,rating,reviews,scrape_date,url
Tatiana Domus Rome San Giovanni,Rome,Italy,,Entire rental unit,5.0,2.0,3.0,2.0,TatianaSuperhost,1,1,4.97,9770,2026-07-07,https://www.airbnb.com/rooms/1384258132606526950?search_mode=regular_search&adults=1&check_in=2026-08-19&check_out=2026-08-24&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3hWqt7qBtOVzXc9&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
Consoli - 20 min to Fontana di Trevi with Metro A,Rome,Italy,€150,Entire rental unit,6.0,2.0,3.0,1.0,Michelle,1,1,4.83,836,2026-07-07,https://www.airbnb.com/rooms/1686795734895801810?search_mode=regular_search&adults=1&check_in=2026-11-01&check_out=2026-11-06&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3fCZz0A4hZwN51W&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
Oops!,Rome,Italy,,,,,,,,0,0,,,2026-07-07,https://www.airbnb.com/rooms/1669646547764482198?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3pIlxCYnSTdsE23&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
Brand new house in the S. Giovanni area,Rome,Italy,,Entire rental unit,4.0,3.0,3.0,2.0,Cinzia E GianlucaSuperhost,1,1,4.97,9733,2026-07-07,https://www.airbnb.com/rooms/1489697856497008793?search_mode=regular_search&adults=1&check_in=2026-07-24&check_out=2026-07-29&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3ipe77N41J9bOEq&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
"15' Minuti da San Pietro - Wi-fi, A/c & Smart TV",Rome,Italy,,Entire rental unit,6.0,2.0,4.0,2.0,MarcoSuperhost,1,1,5.0,034,2026-07-07,https://www.airbnb.com/rooms/1347801841506990872?search_mode=regular_search&adults=1&check_in=2026-07-19&check_out=2026-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3DDeREV02WGUPUn&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
A Jewel in St. John • Cozy & Lovely Apt • 2B/2B,Rome,Italy,,Entire rental unit,4.0,2.0,2.0,2.0,PierfrancescoSuperhost,1,1,4.94,94274,2026-07-07,https://www.airbnb.com/rooms/50385000?search_mode=regular_search&adults=1&check_in=2026-08-04&check_out=2026-08-09&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3HtTv3R9QcRilN2&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
House in the shadow of the Colosseum-Historic Center - Monti,Rome,Italy,,Entire vacation home,6.0,2.0,3.0,2.0,Floriana TaccarelliSuperhost,1,1,4.99,99136,2026-07-07,https://www.airbnb.com/rooms/1111428914539131731?search_mode=regular_search&adults=1&check_in=2026-08-09&check_out=2026-08-14&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3pSMXgwDiQwZqGg&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
History apartment,Rome,Italy,€20.00,Entire rental unit,7.0,2.0,4.0,2.0,BarbaraSuperhost,1,0,5.0,5,2026-07-07,https://www.airbnb.com/rooms/1679577035850310208?search_mode=regular_search&adults=1&check_in=2026-08-22&check_out=2026-08-27&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3Ydl2xDHT2L4eW3&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
Apartment – Rome,Rome,Italy,,Entire rental unit,4.0,2.0,2.0,2.0,Diego,1,0,5.0,5,2026-07-07,https://www.airbnb.com/rooms/1691219135880777496?search_mode=regular_search&adults=1&check_in=2026-07-18&check_out=2026-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3_5KE8pAA9h690K&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
ary's house,Rome,Italy,,Entire rental unit,4.0,2.0,3.0,1.0,AriannaSuperhost,1,1,4.98,9882,2026-07-07,https://www.airbnb.com/rooms/1128783420886518931?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P39Q6Hu7MF8JqZLD&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
Luxury Apartment | 10 pax | 3 Rooms & 3 Bathrooms,Rome,Italy,,Entire vacation home,10.0,3.0,6.0,3.0,CristinaSuperhost,1,0,New,2,2026-07-07,https://www.airbnb.com/rooms/1666890444030015466?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783435345_P3hgsR9NRKaa7nXH&previous_page_section_name=1000&federated_search_id=890b8189-8568-4d3e-8299-99f77211dd7d
ENTIRE APARTMENT IN THE HEART OF ROME 5★ METRO A,Rome,Italy,€35,Entire condo,7.0,3.0,4.0,2.0,VittorioSuperhost,1,1,4.96,96410,2026-07-07,https://www.airbnb.com/rooms/53188946?search_mode=regular_search&adults=1&check_in=2026-12-07&check_out=2026-12-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435445_P3vUnGdsjwvAsrsA&previous_page_section_name=1000&federated_search_id=52105df6-b435-4ab9-8ee5-4fd608d74f56
Renovated three-room apartment with balcony in Tormarancia,Rome,Italy,,Entire rental unit,4.0,2.0,2.0,1.0,Gabriele,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1686991359827736618?search_mode=regular_search&adults=1&check_in=2026-07-08&check_out=2026-07-13&children=0&infants=0&pets=0&source_impression_id=p3_1783435446_P39ZJ9Lm8gN-splF&previous_page_section_name=1000&federated_search_id=52105df6-b435-4ab9-8ee5-4fd608d74f56
House with Garden in San Giovanni,Rome,Italy,,Entire rental unit,7.0,2.0,3.0,,AugustoSuperhost,1,1,4.97,97105,2026-07-07,https://www.airbnb.com/rooms/1333202066644832869?search_mode=regular_search&adults=1&check_in=2026-08-21&check_out=2026-08-26&children=0&infants=0&pets=0&source_impression_id=p3_1783435446_P3yZCset1sfWmjMo&previous_page_section_name=1000&federated_search_id=52105df6-b435-4ab9-8ee5-4fd608d74f56
Few steps to Vatican it's Pacca,Rome,Italy,,Entire rental unit,4.0,2.0,3.0,1.0,GinoSuperhost,1,1,4.92,92458,2026-07-07,https://www.airbnb.com/rooms/906915?search_mode=regular_search&adults=1&check_in=2026-11-12&check_out=2026-11-17&children=0&infants=0&pets=0&source_impression_id=p3_1783435446_P3XjUrNAmlftaxwQ&previous_page_section_name=1000&federated_search_id=52105df6-b435-4ab9-8ee5-4fd608d74f56
Elégance - 2BR Superior Family Suite with AC,Vienna,Austria,,Entire rental unit,6.0,2.0,3.0,1.0,Manuel,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1713594642934625750?search_mode=regular_search&adults=1&check_in=2026-08-30&check_out=2026-09-04&children=0&infants=0&pets=0&source_impression_id=p3_1783435476_P34v2n43lsCxUlBk&previous_page_section_name=1000&federated_search_id=2e51a3eb-f923-4216-8f6c-5e1db07e0b05
Mozart Family & Group Apartment - 15 Min to Center,Vienna,Austria,,Entire rental unit,8.0,2.0,4.0,1.0,LorenzSuperhost,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1677732475234899411?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783435484_P3ZIkm_GEqrhXsrA&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Gorgeous 3-rooms Flat near Messe Prater & Old City,Vienna,Austria,,Entire rental unit,8.0,3.0,3.0,1.5,Artem,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1713688017059281920?search_mode=regular_search&adults=1&check_in=2026-08-05&check_out=2026-08-10&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P331fVpjRkILkuta&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
"2BDR | NEW Apartment Oasis, in the heart of Vienna",Vienna,Austria,,Entire rental unit,6.0,2.0,3.0,1.0,JudithSuperhost,1,0,5.0,3,2026-07-07,https://www.airbnb.com/rooms/1708097957570978060?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P3XJgQSFTD_UD37V&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Urania City Residence,Vienna,Austria,,Entire rental unit,4.0,2.0,2.0,1.0,MladenSuperhost,1,1,4.9,930,2026-07-07,https://www.airbnb.com/rooms/621466999873665773?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P38PqDG2wBxfg99G&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Spacious and Stylish Two-Level Retreat,Vienna,Austria,,Entire rental unit,6.0,3.0,3.0,2.5,Roman,1,1,5.0,029,2026-07-07,https://www.airbnb.com/rooms/1586908854861716328?search_mode=regular_search&adults=1&check_in=2026-08-18&check_out=2026-08-23&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P3EuMG6b4-YRRUjF&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Urban living near the Prater in the center of Vienna,Vienna,Austria,,Entire rental unit,4.0,2.0,2.0,2.0,Sophie,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1696377704119297873?search_mode=regular_search&adults=1&check_in=2026-07-14&check_out=2026-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P338a0YGV4sBDtKV&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Luxury Suite | The answer is YES | WOW effect,Vienna,Austria,,Entire rental unit,6.0,2.0,3.0,1.5,Moni,1,0,4.88,17,2026-07-07,https://www.airbnb.com/rooms/1576604431095368676?search_mode=regular_search&adults=1&check_in=2026-07-25&check_out=2026-07-30&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P356axPU5KLu3yxO&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Two leveled Penthouse Schönbrunn,Vienna,Austria,,Entire rental unit,6.0,2.0,3.0,1.0,DmytroSuperhost,1,1,4.92,92299,2026-07-07,https://www.airbnb.com/rooms/1017504331802616787?search_mode=regular_search&adults=1&check_in=2026-08-17&check_out=2026-08-22&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P3Wk8B5gqZTF9pV_&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Vienna SoulStay - 10 min to city center,Vienna,Austria,,Entire rental unit,4.0,2.0,2.0,1.0,LorenzSuperhost,1,0,4.86,29,2026-07-07,https://www.airbnb.com/rooms/1571947764264519354?search_mode=regular_search&adults=1&check_in=2026-08-02&check_out=2026-08-07&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P3PRLD3hfbI8ODi8&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Superior 2 Bedroom Apartment + Balcony,Vienna,Austria,,Entire rental unit,6.0,2.0,2.0,1.0,Home Sweet Home,1,0,5.0,1,2026-07-07,https://www.airbnb.com/rooms/1673798917176609323?search_mode=regular_search&adults=1&check_in=2026-07-16&check_out=2026-07-21&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P33tqpykRfhvZZcu&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Boutique 2BR Near the City Center,Vienna,Austria,,Entire rental unit,4.0,2.0,2.0,1.0,NikolaSuperhost,1,0,4.91,35,2026-07-07,https://www.airbnb.com/rooms/1560778606604534500?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P37H3pUtEN4XeU3V&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Augarten,Vienna,Austria,,Entire rental unit,6.0,3.0,3.0,2.0,Josef,1,1,5.0,05,2026-07-07,https://www.airbnb.com/rooms/1667311596749937051?search_mode=regular_search&adults=1&check_in=2026-07-18&check_out=2026-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P3nVQlaGNGJMjgtT&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
City Center 5BR • Balcony •AC • Perfect for Groups,Vienna,Austria,,Entire rental unit,12.0,6.0,6.0,6.0,ValSuperhost,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1719411451369133624?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P3RyefXJcMbx5h6h&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Grand Vienna Apartment · 16 Guests · 1st District,Vienna,Austria,,Entire rental unit,16.0,4.0,5.0,2.0,Joachim,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1709398881507808053?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P3osmdxNx0EezENv&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Superior 2-floors Penthouse near Prater & Old City,Vienna,Austria,,Entire rental unit,10.0,3.0,5.0,2.5,ArtemSuperhost,1,1,4.89,89349,2026-07-07,https://www.airbnb.com/rooms/903683688140063479?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P31rEbvGXezpYBuH&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
*Luxury* Apartment near the Prater,Vienna,Austria,"€1,000",Entire rental unit,5.0,2.0,3.0,1.5,an experienced Superhost,1,0,5.0,5,2026-07-07,https://www.airbnb.com/rooms/1578386598444613156?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P3sZs9pMZpG5dLez&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Danube in 3 min. & vintage apartment in a top location for 6,Vienna,Austria,€3,Entire rental unit,6.0,2.0,3.0,1.0,Hans SchwarzNew HostListing hi,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1722099084875667599?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P3EOCluPABn2v3DC&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
Explore Vienna |Tram right outside | Self check-in,Vienna,Austria,,Entire rental unit,5.0,2.0,4.0,1.5,AjlaSuperhost,1,0,4.81,99,2026-07-07,https://www.airbnb.com/rooms/1310029432814712403?search_mode=regular_search&adults=1&check_in=2026-07-28&check_out=2026-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1783435485_P391ZsYytGc6TBdr&previous_page_section_name=1000&federated_search_id=beefad01-77a4-4a14-8d74-f9081ac218b9
TheWICKI 0613 – Beautiful Apartments in Vienna,Vienna,Austria,,Entire rental unit,5.0,2.0,5.0,1.0,Violetta,1,0,5.0,7,2026-07-07,https://www.airbnb.com/rooms/1556801331490387520?search_mode=regular_search&adults=1&check_in=2026-09-03&check_out=2026-09-08&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3ay5kYbKmx1VZyR&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
"Trendy Naschmarkt Home • Sleeps 8 • AC • 2,5 baths",Vienna,Austria,,Entire rental unit,8.0,2.0,5.0,5.0,ValSuperhost,1,1,4.98,9861,2026-07-07,https://www.airbnb.com/rooms/1470797839141084884?search_mode=regular_search&adults=1&check_in=2026-10-11&check_out=2026-10-16&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3N4B9v1B0W6dppV&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
City Center Apartment at Schwedenplatz,Vienna,Austria,,Entire rental unit,5.0,2.0,3.0,1.0,Mamdouh Rabie,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1723128348427667216?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3oAbqnltee4ZO7w&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Spacious 2-room apartment | Near the center | No. 10,Vienna,Austria,,Entire rental unit,4.0,2.0,2.0,1.0,Kerstin,1,0,4.76,50,2026-07-07,https://www.airbnb.com/rooms/1297093557448658061?search_mode=regular_search&adults=1&check_in=2026-08-09&check_out=2026-08-14&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3MJSQAm_SiSi8OR&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
"Homey 2BR perfect for 4-6, close to Naschmarkt | f",Vienna,Austria,,Entire rental unit,4.0,2.0,3.0,1.0,MatthaeusSuperhost,1,1,4.88,8859,2026-07-07,https://www.airbnb.com/rooms/1425520913801664815?search_mode=regular_search&adults=1&check_in=2026-07-28&check_out=2026-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P35BZ_zrK6XA0e-d&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Stylish apartment with many extras,Vienna,Austria,€10,Entire rental unit,6.0,2.0,4.0,1.5,Katharina,1,0,4.54,110,2026-07-07,https://www.airbnb.com/rooms/758341226123133945?search_mode=regular_search&adults=1&check_in=2026-12-01&check_out=2026-12-06&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3oybw_6oZdW2vTe&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
"Urban Vienna Apartment, 6 people, 2 bathrooms",Vienna,Austria,,Entire rental unit,6.0,2.0,4.0,2.0,ValSuperhost,1,0,4.87,134,2026-07-07,https://www.airbnb.com/rooms/1058097741336946136?search_mode=regular_search&adults=1&check_in=2026-08-16&check_out=2026-08-21&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3vOixICQaMHoAoN&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Central 6 people +2 baths near Opera,Vienna,Austria,,Entire rental unit,6.0,2.0,3.0,2.0,ValSuperhost,1,1,4.94,9466,2026-07-07,https://www.airbnb.com/rooms/1423950767386202772?search_mode=regular_search&adults=1&check_in=2026-10-18&check_out=2026-10-23&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3HPG__48GzxESr-&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Vienna Golden Stay - 2 Min to Westbahnhof,Vienna,Austria,"€1,000",Entire rental unit,6.0,2.0,2.0,1.0,LorenzSuperhost,1,1,5.0,011,2026-07-07,https://www.airbnb.com/rooms/1647265130043548165?search_mode=regular_search&adults=1&check_in=2026-08-27&check_out=2026-09-01&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3ZualV8e9C42o7G&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Skyflats Vienna West View,Vienna,Austria,,Entire serviced apartment,6.0,2.0,3.0,2.0,WilfriedSuperhost,1,1,4.91,9154,2026-07-07,https://www.airbnb.com/rooms/43683531?search_mode=regular_search&adults=1&check_in=2026-08-31&check_out=2026-09-05&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3JYmV5I5IsQc5as&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Elegantes Apartment in Toplage,Vienna,Austria,,Entire rental unit,4.0,2.0,2.0,2.0,Vienna JungleSuperhost,1,0,4.75,4,2026-07-07,https://www.airbnb.com/rooms/1671849009513934000?search_mode=regular_search&adults=1&check_in=2026-07-19&check_out=2026-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3DqYvgs-KAfm_G_&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Apartment overlooking the Hundertwasser House,Vienna,Austria,,Entire rental unit,4.0,2.0,2.0,1.5,ManfredSuperhost,1,1,4.95,9599,2026-07-07,https://www.airbnb.com/rooms/52617164?search_mode=regular_search&adults=1&check_in=2026-07-26&check_out=2026-07-31&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3J8kkWyQFgYk0AR&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
HOME1 - MaisonXV Aparthotel Family Apartment,Vienna,Austria,,Entire rental unit,6.0,2.0,3.0,2.0,HOME,1,0,4.85,39,2026-07-07,https://www.airbnb.com/rooms/1558232669682454088?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3wsvQRJe0b2tDRG&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Stillvolles Apartment (Balkon),Vienna,Austria,,Entire rental unit,4.0,2.0,3.0,1.0,NevenaSuperhost,1,1,4.94,94103,2026-07-07,https://www.airbnb.com/rooms/1029902226043552335?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3oZp_gIkvCFKQRx&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Exclusive & Stylish Retreat near City Center,Vienna,Austria,,Entire rental unit,8.0,3.0,5.0,2.0,MoeSuperhost,1,1,5.0,06,2026-07-07,https://www.airbnb.com/rooms/1567455901531376642?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P33yMzjYDfauWBno&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Elegant Viennese Apartment near Belvedere,Vienna,Austria,,Entire rental unit,5.0,2.0,2.0,1.5,PolinaNew HostExperience refin,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1723315885844425596?search_mode=regular_search&adults=1&check_in=2026-07-08&check_out=2026-07-13&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3aPjoxK0ZbiJeYY&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Viennese Top-Floor Apt | 15 Min to Centre,Vienna,Austria,,Entire rental unit,6.0,2.0,2.0,1.0,Max,1,0,4.67,3,2026-07-07,https://www.airbnb.com/rooms/1707332096504754670?search_mode=regular_search&adults=1&check_in=2026-08-04&check_out=2026-08-09&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P3zDWpwM45urdlLk&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
Maisonette apartment by Schönbru,Vienna,Austria,,Entire rental unit,6.0,2.0,3.0,1.0,DmytroSuperhost,1,1,4.96,96130,2026-07-07,https://www.airbnb.com/rooms/1361027289183718002?search_mode=regular_search&adults=1&check_in=2026-08-10&check_out=2026-08-15&children=0&infants=0&pets=0&source_impression_id=p3_1783435585_P36K0cWmZGmsYEwu&previous_page_section_name=1000&federated_search_id=886ee020-025e-475c-a5c3-b9cff63cdbd3
The Deluxe Apartment in Vienna,Vienna,Austria,,Entire serviced apartment,6.0,2.0,4.0,0.0,EST Residence Sch,1,1,4.94,9452,2026-07-07,https://www.airbnb.com/rooms/28981547?search_mode=regular_search&adults=1&check_in=2026-07-19&check_out=2026-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1783435695_P37_Je7C69zlIfqk&previous_page_section_name=1000&federated_search_id=b26a056b-eeef-4204-886f-de2ada3f14e9
Urban Jungle Hideaway – 2BR – Near the center,Vienna,Austria,,Entire rental unit,4.0,2.0,2.0,1.0,Mario,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1723818577095661168?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435695_P3vGrZ3HHgvoZFZk&previous_page_section_name=1000&federated_search_id=b26a056b-eeef-4204-886f-de2ada3f14e9
HeyMi Apartments Brick Lane Vienna Apt. 205,Vienna,Austria,,Entire serviced apartment,6.0,2.0,3.0,2.0,Anna,1,1,5.0,011,2026-07-07,https://www.airbnb.com/rooms/1482681648983127114?search_mode=regular_search&adults=1&check_in=2026-08-07&check_out=2026-08-12&children=0&infants=0&pets=0&source_impression_id=p3_1783435695_P37UZnUXGNF4H00V&previous_page_section_name=1000&federated_search_id=b26a056b-eeef-4204-886f-de2ada3f14e9
